date/time (UTC),wind direction [degrees],wind speed [kts],wind gust [kts],air temperature [°C]
2015-06-21 00:00:00,190,11,,19
2015-06-21 03:00:00,140,5,,18
2015-06-21 05:54:00,100,6,,16
2015-06-21 06:00:00,100,6,,16
2015-06-21 06:54:00,130,5,,16
2015-06-21 07:15:00,130,4,,16
2015-06-21 07:54:00,150,7,,17
2015-06-21 08:36:00,140,4,,17
2015-06-21 08:54:00,130,4,,17
2015-06-21 09:00:00,130,4,,17
2015-06-21 09:54:00,80,5,,17
2015-06-21 10:24:00,40,3,,17
2015-06-21 10:54:00,70,5,,16
2015-06-21 11:17:00,50,5,,17
2015-06-21 11:27:00,70,5,,16
2015-06-21 11:44:00,40,3,,17
2015-06-21 11:54:00,60,3,,17
2015-06-21 12:00:00,60,3,,17
2015-06-21 12:54:00,40,3,,18
2015-06-21 13:34:00,40,4,,18
2015-06-21 13:54:00,0,0,,20
2015-06-21 14:23:00,70,5,,18
2015-06-21 14:54:00,100,4,,20
2015-06-21 15:00:00,100,4,,20
2015-06-21 15:06:00,160,8,,21
2015-06-21 15:54:00,170,6,,21
2015-06-21 16:05:00,170,5,,21
2015-06-21 17:10:00,200,3,,22
2015-06-21 17:19:00,210,5,,22
2015-06-21 17:54:00,220,7,,22
2015-06-21 18:00:00,220,7,,22
2015-06-21 18:54:00,290,5,,23
2015-06-21 19:05:00,290,5,,23
2015-06-21 19:54:00,320,8,,24
2015-06-21 20:09:00,310,10,,24
2015-06-21 20:43:00,310,11,,23
2015-06-21 20:54:00,340,12,,23
2015-06-21 21:00:00,340,12,,23
2015-06-21 21:54:00,40,8,,23
2015-06-21 22:14:00,60,4,,21
2015-06-21 22:54:00,90,6,,21
2015-06-21 23:54:00,140,6,,
2015-06-22 00:00:00,140,6,,18
2015-06-22 00:54:00,80,4,,18
2015-06-22 01:05:00,70,6,,18
2015-06-22 01:54:00,100,8,,17
2015-06-22 02:03:00,,4,,17
2015-06-22 02:36:00,130,6,,17
2015-06-22 02:54:00,160,6,,16
2015-06-22 03:00:00,160,6,,16
2015-06-22 03:54:00,0,0,,17
2015-06-22 04:54:00,130,5,,17
2015-06-22 05:54:00,0,0,,17
2015-06-22 06:34:00,120,4,,17
2015-06-22 06:54:00,110,4,,17
2015-06-22 07:20:00,110,5,,17
2015-06-22 07:28:00,100,4,,17
2015-06-22 07:54:00,120,4,,17
2015-06-22 08:09:00,120,5,,16
2015-06-22 08:19:00,120,5,,16
2015-06-22 08:27:00,130,5,,16
2015-06-22 08:54:00,160,3,,16
2015-06-22 09:00:00,160,3,,16
2015-06-22 09:01:00,0,0,,16
2015-06-22 09:09:00,0,0,,16
2015-06-22 09:37:00,0,0,,17
2015-06-22 09:54:00,60,3,,17
2015-06-22 10:03:00,0,0,,17
2015-06-22 10:17:00,70,3,,17
2015-06-22 10:54:00,70,4,,17
2015-06-22 11:22:00,130,3,,17
2015-06-22 11:54:00,80,4,,17
2015-06-22 12:00:00,80,4,,17
2015-06-22 12:12:00,80,3,,18
2015-06-22 12:21:00,60,4,,18
2015-06-22 12:54:00,80,11,,18
2015-06-22 13:15:00,80,9,,17
2015-06-22 13:54:00,90,7,,18
2015-06-22 14:06:00,100,7,,18
2015-06-22 14:54:00,110,7,,18
2015-06-22 15:00:00,110,7,,18
2015-06-22 15:54:00,80,5,,20
2015-06-22 16:54:00,70,9,,20
2015-06-22 17:54:00,110,8,,21
2015-06-22 18:00:00,110,8,,21
2015-06-22 18:54:00,70,6,,22
2015-06-22 19:54:00,80,4,,23
2015-06-22 20:54:00,50,4,,22
2015-06-22 21:00:00,50,4,,22
2015-06-22 21:54:00,50,4,,23
2015-06-22 22:54:00,80,7,,24
2015-06-22 23:54:00,50,4,,19
2015-06-23 00:00:00,50,4,,19
2015-06-23 00:54:00,20,5,,19
2015-06-23 01:54:00,20,5,,18
2015-06-23 02:54:00,80,3,,18
2015-06-23 03:00:00,80,3,,18
2015-06-23 03:54:00,50,3,,17
2015-06-23 04:54:00,70,5,,17
2015-06-23 05:54:00,0,0,,16
2015-06-23 06:54:00,0,0,,17
2015-06-23 07:54:00,0,0,,17
2015-06-23 08:54:00,0,0,,17
2015-06-23 09:54:00,90,4,,17
2015-06-23 10:54:00,120,4,,18
2015-06-23 11:54:00,140,4,,20
2015-06-23 12:00:00,140,4,,20
2015-06-23 12:54:00,180,5,,23
2015-06-23 13:54:00,190,9,,24
2015-06-23 14:54:00,190,17,,28
2015-06-23 15:00:00,190,17,,28
2015-06-23 16:54:00,210,13,,27
2015-06-23 17:54:00,190,12,,27
2015-06-23 18:00:00,190,12,,27
2015-06-23 18:54:00,210,14,,29
2015-06-23 20:54:00,220,19,,30
2015-06-23 21:00:00,220,19,,30
2015-06-23 21:54:00,200,13,,28
2015-06-23 22:54:00,220,14,,28
2015-06-23 23:54:00,220,13,,27
2015-06-24 00:00:00,220,13,,27
2015-06-24 00:54:00,230,16,,26
2015-06-24 01:54:00,240,14,,25
2015-06-24 02:54:00,260,8,,24
2015-06-24 03:00:00,260,8,,24
2015-06-24 03:54:00,290,14,,24
2015-06-24 04:54:00,280,12,18,23
2015-06-24 05:54:00,290,13,,22
2015-06-24 06:00:00,290,13,,22
2015-06-24 06:54:00,290,7,,21
2015-06-24 07:54:00,280,6,,21
2015-06-24 08:54:00,280,7,,20
2015-06-24 09:00:00,280,7,,20
2015-06-24 09:54:00,270,8,,19
2015-06-24 10:54:00,280,10,,21
2015-06-24 11:54:00,290,12,,22
2015-06-24 12:00:00,290,12,,22
2015-06-24 12:54:00,280,14,,23
2015-06-24 13:54:00,290,14,,24
2015-06-24 14:54:00,300,14,18,25
2015-06-24 15:00:00,300,14,,25
2015-06-24 15:54:00,300,12,,26
2015-06-24 16:54:00,310,6,,26
2015-06-24 17:54:00,270,11,,27
2015-06-24 18:00:00,270,11,,27
2015-06-24 18:54:00,280,12,,28
2015-06-24 19:54:00,320,10,,28
2015-06-24 20:54:00,300,9,,29
2015-06-24 21:00:00,300,9,,29
2015-06-24 21:54:00,310,12,,28
2015-06-24 22:54:00,330,13,,27
2015-06-24 23:54:00,330,9,,26
2015-06-25 00:00:00,330,9,,26
2015-06-25 00:54:00,340,6,,25
2015-06-25 01:54:00,340,7,,24
2015-06-25 02:54:00,290,6,,23
2015-06-25 03:00:00,290,6,,23
2015-06-25 03:54:00,320,5,,23
2015-06-25 04:54:00,290,9,,21
2015-06-25 05:54:00,310,8,,21
2015-06-25 06:00:00,310,8,,21
2015-06-25 06:54:00,310,8,,20
2015-06-25 07:54:00,300,6,,19
2015-06-25 08:54:00,290,6,,18
2015-06-25 09:00:00,290,6,,18
2015-06-25 09:54:00,310,5,,18
2015-06-25 10:54:00,300,6,,20
2015-06-25 11:54:00,330,7,,21
2015-06-25 12:00:00,330,7,,21
2015-06-25 12:54:00,310,6,,22
2015-06-25 13:54:00,0,0,,23
2015-06-25 14:54:00,130,8,,23
2015-06-25 15:00:00,130,8,,23
2015-06-25 15:54:00,140,8,,24
2015-06-25 16:54:00,,6,,26
2015-06-25 17:54:00,290,8,,27
2015-06-25 18:00:00,290,8,,27
2015-06-25 18:54:00,280,9,14,27
2015-06-25 19:54:00,80,5,,24
2015-06-25 20:54:00,80,4,,23
2015-06-25 21:00:00,80,4,,23
2015-06-25 21:54:00,280,11,,26
2015-06-25 22:54:00,270,9,,26
2015-06-25 23:54:00,,6,,25
2015-06-26 00:00:00,,6,,25
2015-06-26 00:54:00,270,6,,24
2015-06-26 01:54:00,70,4,,20
2015-06-26 02:54:00,210,6,,21
2015-06-26 03:00:00,210,6,,21
2015-06-26 03:54:00,240,3,,23
2015-06-26 04:54:00,260,5,,22
2015-06-26 05:54:00,310,4,,22
2015-06-26 06:00:00,310,4,,22
2015-06-26 06:54:00,320,6,,22
2015-06-26 07:54:00,30,7,,19
2015-06-26 08:54:00,20,9,,18
2015-06-26 09:00:00,20,9,,18
2015-06-26 09:54:00,10,11,,18
2015-06-26 10:54:00,350,11,,18
2015-06-26 11:54:00,350,9,,18
2015-06-26 12:00:00,350,9,,18
2015-06-26 12:54:00,350,6,,18
2015-06-26 13:54:00,20,6,,18
2015-06-26 14:54:00,40,6,,18
2015-06-26 15:00:00,40,6,,18
2015-06-26 15:54:00,30,5,,19
2015-06-26 16:54:00,80,9,,19
2015-06-26 17:54:00,70,13,,21
2015-06-26 18:00:00,70,13,,21
2015-06-26 18:54:00,70,13,,21
2015-06-26 20:54:00,80,11,,19
2015-06-26 21:00:00,80,11,,19
2015-06-26 21:54:00,80,11,,18
2015-06-26 22:54:00,80,9,,18
2015-06-26 23:54:00,100,3,,16
2015-06-27 00:00:00,100,3,,16
2015-06-27 00:54:00,110,4,,16
2015-06-27 02:54:00,170,3,,16
2015-06-27 03:00:00,170,3,,16
2015-06-27 03:54:00,190,3,,17
2015-06-27 04:54:00,0,0,,17
2015-06-27 05:54:00,0,0,,16
2015-06-27 06:54:00,0,0,,16
2015-06-27 07:54:00,0,0,,15
2015-06-27 08:54:00,0,0,,14
2015-06-27 09:54:00,0,0,,14
2015-06-27 10:54:00,140,5,,16
2015-06-27 11:13:00,150,5,,16
2015-06-27 11:54:00,140,5,,17
2015-06-27 12:00:00,140,5,,17
2015-06-27 12:54:00,130,4,,18
2015-06-27 13:54:00,120,4,,19
2015-06-27 14:54:00,70,8,,19
2015-06-27 15:00:00,70,8,,19
2015-06-27 15:54:00,70,7,,19
2015-06-27 16:54:00,90,10,,19
2015-06-27 17:54:00,90,10,,19
2015-06-27 18:00:00,90,10,,19
2015-06-27 18:54:00,100,12,,19
2015-06-27 19:54:00,100,14,,19
2015-06-27 21:00:00,110,16,,18
2015-06-27 21:54:00,110,9,,18
2015-06-27 22:54:00,110,12,,17
2015-06-27 23:54:00,110,10,,17
2015-06-28 00:00:00,110,10,,17
2015-06-28 00:54:00,130,9,,17
2015-06-28 01:54:00,90,5,,16
2015-06-28 02:54:00,100,5,,16
2015-06-28 03:00:00,100,5,,16
2015-06-28 03:54:00,130,9,,15
2015-06-28 04:54:00,130,11,,15
2015-06-28 06:00:00,100,16,,15
2015-06-28 06:54:00,100,17,,14
2015-06-28 07:54:00,80,19,25,14
2015-06-28 09:00:00,70,21,,14
2015-06-28 11:09:00,60,25,31,14
2015-06-28 12:00:00,50,19,,14
2015-06-28 13:09:00,50,23,29,15
2015-06-28 15:00:00,40,22,,15
2015-06-28 16:08:00,40,18,,15
2015-06-28 18:00:00,30,18,,15
2015-06-28 18:54:00,10,15,,14
2015-06-28 19:08:00,20,16,,15
2015-06-28 19:54:00,20,14,,14
2015-06-28 21:00:00,20,17,,14
2015-06-28 21:01:00,10,14,,14
2015-06-28 21:54:00,10,14,23,13
2015-06-28 23:54:00,350,11,,12
2015-06-29 00:00:00,350,11,,12
2015-06-29 02:54:00,320,6,,12
2015-06-29 03:00:00,320,6,,12
2015-06-29 03:22:00,310,6,,12
2015-06-29 03:54:00,310,6,,12
2015-06-29 04:38:00,300,4,,12
2015-06-29 04:54:00,290,3,,12
2015-06-29 05:54:00,310,4,,12
2015-06-29 06:00:00,310,4,,12
2015-06-29 06:54:00,0,0,,12
2015-06-29 07:54:00,0,0,,12
2015-06-29 08:28:00,230,4,,12
2015-06-29 08:54:00,210,5,,12
2015-06-29 09:00:00,210,5,,12
2015-06-29 09:17:00,190,4,,12
2015-06-29 09:54:00,190,5,,12
2015-06-29 10:54:00,230,4,,12
2015-06-29 11:01:00,200,3,,12
2015-06-29 11:23:00,220,4,,12
2015-06-29 11:54:00,200,3,,13
2015-06-29 12:00:00,200,3,,13
2015-06-29 12:54:00,190,6,,13
2015-06-29 13:03:00,190,5,,13
2015-06-29 13:54:00,220,6,,15
2015-06-29 14:54:00,220,3,,17
2015-06-29 15:00:00,220,3,,17
2015-06-29 15:26:00,180,5,,18
2015-06-29 15:54:00,180,7,,18
2015-06-29 16:54:00,250,6,,20
2015-06-29 17:59:00,130,8,,19
2015-06-29 18:00:00,130,6,,19
2015-06-29 18:54:00,140,7,,19
2015-06-29 19:54:00,240,7,,22
2015-06-29 20:54:00,240,9,,22
2015-06-29 21:00:00,240,9,,22
2015-06-29 21:54:00,240,10,,22
2015-06-29 22:54:00,240,8,,22
2015-06-29 23:54:00,240,8,,22
2015-06-30 00:00:00,240,8,,22
2015-06-30 00:54:00,210,6,,21
2015-06-30 01:54:00,200,6,,19
2015-06-30 02:54:00,230,8,,19
2015-06-30 03:00:00,230,8,,19
2015-06-30 03:54:00,230,10,,19
2015-06-30 04:54:00,240,10,,19
2015-06-30 05:54:00,260,6,,19
2015-06-30 06:00:00,260,6,,19
2015-06-30 06:54:00,220,6,,17
2015-06-30 07:54:00,190,5,,16
2015-06-30 08:54:00,210,4,,16
2015-06-30 09:00:00,210,4,,16
2015-06-30 09:54:00,210,5,,17
2015-06-30 10:54:00,250,3,,18
2015-06-30 11:54:00,0,0,,21
2015-06-30 12:54:00,130,3,,20
2015-06-30 13:54:00,130,5,,22
2015-06-30 14:54:00,120,7,,23
2015-06-30 15:00:00,120,7,,23
2015-06-30 15:54:00,110,9,,23
2015-06-30 16:54:00,90,10,,22
2015-06-30 17:54:00,100,9,,22
2015-06-30 18:00:00,100,9,,22
2015-06-30 18:54:00,90,10,,22
2015-06-30 19:54:00,90,9,,21
2015-06-30 20:54:00,90,9,,20
2015-06-30 21:00:00,90,9,,20
2015-06-30 21:54:00,60,7,,20
2015-06-30 22:54:00,60,4,,20
2015-06-30 23:54:00,0,0,,19
2015-07-01 00:54:00,200,7,,21
2015-07-01 01:54:00,200,9,,21
2015-07-01 02:54:00,190,6,,19
2015-07-01 03:00:00,190,6,,19
2015-07-01 03:54:00,180,6,,19
2015-07-01 05:54:00,120,5,,18
2015-07-01 06:00:00,120,5,,18
2015-07-01 06:54:00,130,4,,18
2015-07-01 07:54:00,100,5,,17
2015-07-01 08:54:00,90,5,,17
2015-07-01 09:00:00,90,5,,17
2015-07-01 09:54:00,90,6,,17
2015-07-01 10:54:00,120,5,,18
2015-07-01 11:54:00,130,9,,18
2015-07-01 12:00:00,130,9,,18
2015-07-01 12:54:00,110,9,,18
2015-07-01 13:42:00,110,16,,17
2015-07-01 14:18:00,130,13,,17
2015-07-01 14:28:00,140,6,,18
2015-07-01 14:54:00,110,6,,19
2015-07-01 15:00:00,110,6,,19
2015-07-01 15:02:00,120,7,,19
2015-07-01 15:33:00,140,7,,19
2015-07-01 15:54:00,150,6,,20
2015-07-01 16:54:00,180,9,,23
2015-07-01 17:54:00,200,8,,26
2015-07-01 18:00:00,200,8,,26
2015-07-01 18:54:00,230,14,,27
2015-07-01 20:54:00,230,12,,28
2015-07-01 21:00:00,230,12,,28
2015-07-01 21:54:00,230,13,,27
2015-07-01 22:54:00,240,14,20,27
2015-07-01 23:54:00,230,15,,26
2015-07-02 00:00:00,230,15,,26
2015-07-02 00:54:00,290,12,,22
2015-07-02 01:19:00,230,8,,20
2015-07-02 01:54:00,250,10,,22
2015-07-02 02:54:00,250,8,,22
2015-07-02 03:00:00,250,8,,22
2015-07-02 03:54:00,260,12,,21
2015-07-02 04:54:00,240,11,,20
2015-07-02 05:54:00,250,8,,20
2015-07-02 06:00:00,250,8,,20
2015-07-02 06:54:00,230,8,,19
2015-07-02 07:54:00,250,9,,18
2015-07-02 08:54:00,250,9,,18
2015-07-02 09:00:00,250,9,,18
2015-07-02 09:54:00,280,10,,18
2015-07-02 10:54:00,260,7,,19
2015-07-02 11:54:00,270,9,,21
2015-07-02 12:00:00,270,9,,21
2015-07-02 12:54:00,280,10,,22
2015-07-02 13:54:00,260,11,,22
2015-07-02 14:54:00,250,9,,24
2015-07-02 15:00:00,250,9,,24
2015-07-02 15:54:00,,5,,25
2015-07-02 16:54:00,270,11,,26
2015-07-02 17:54:00,260,5,,26
2015-07-02 18:00:00,260,5,,26
2015-07-02 18:54:00,260,8,,26
2015-07-02 19:54:00,260,9,,26
2015-07-02 20:54:00,240,10,,25
2015-07-02 21:00:00,240,10,,25
2015-07-02 21:54:00,260,10,,25
2015-07-02 22:54:00,270,6,,24
2015-07-02 23:54:00,280,8,,24
2015-07-03 00:00:00,280,8,,24
2015-07-03 00:54:00,270,4,,23
2015-07-03 01:54:00,290,3,,23
2015-07-03 02:54:00,330,6,,23
2015-07-03 03:00:00,330,6,,23
2015-07-03 03:54:00,290,7,,22
2015-07-03 04:54:00,320,7,,21
2015-07-03 05:54:00,350,8,,21
2015-07-03 06:00:00,350,8,,21
2015-07-03 06:54:00,10,7,,19
2015-07-03 07:54:00,330,10,,18
2015-07-03 08:54:00,340,6,,17
2015-07-03 09:00:00,340,6,,17
2015-07-03 09:54:00,320,7,,17
2015-07-03 10:54:00,340,8,,18
2015-07-03 11:54:00,340,9,,20
2015-07-03 12:00:00,340,9,,20
2015-07-03 12:54:00,340,5,,21
2015-07-03 13:54:00,10,7,,23
2015-07-03 14:54:00,,4,,24
2015-07-03 15:00:00,,4,,24
2015-07-03 15:54:00,0,0,,24
2015-07-03 18:00:00,130,10,,23
2015-07-03 19:54:00,130,11,,23
2015-07-03 20:54:00,120,10,,22
2015-07-03 21:00:00,120,10,,22
2015-07-03 21:54:00,120,9,,23
2015-07-03 22:54:00,110,7,,22
2015-07-03 23:54:00,110,6,,22
2015-07-04 00:00:00,110,6,,22
2015-07-04 00:54:00,120,5,,20
2015-07-04 01:54:00,210,11,,21
2015-07-04 02:54:00,190,7,,19
2015-07-04 03:00:00,190,7,,19
2015-07-04 03:54:00,210,7,,18
2015-07-04 06:54:00,190,5,,17
2015-07-04 07:54:00,200,6,,17
2015-07-04 08:54:00,230,4,,18
2015-07-04 09:00:00,230,4,,18
2015-07-04 09:54:00,210,4,,18
2015-07-04 10:54:00,190,4,,18
2015-07-04 11:54:00,160,4,,19
2015-07-04 12:00:00,160,4,,19
2015-07-04 12:54:00,140,4,,19
2015-07-04 13:54:00,0,0,,20
2015-07-04 14:54:00,0,0,,21
2015-07-04 15:54:00,110,4,,22
2015-07-04 16:54:00,60,7,,21
2015-07-04 17:54:00,90,7,,20
2015-07-04 18:00:00,90,7,,20
2015-07-04 18:54:00,90,6,,20
2015-07-04 19:54:00,80,6,,19
2015-07-04 20:54:00,50,6,,19
2015-07-04 21:00:00,50,6,,19
2015-07-04 21:54:00,60,4,,19
2015-07-04 22:54:00,70,4,,20
2015-07-04 23:54:00,100,5,,18
2015-07-05 00:00:00,100,5,,18
2015-07-05 00:54:00,160,3,,18
2015-07-05 01:54:00,170,3,,17
2015-07-05 02:54:00,0,0,,18
2015-07-05 03:54:00,0,0,,18
2015-07-05 04:54:00,0,0,,17
2015-07-05 05:54:00,190,5,,17
2015-07-05 06:00:00,190,5,,17
2015-07-05 06:54:00,230,4,,17
2015-07-05 07:54:00,230,6,,16
2015-07-05 08:54:00,270,7,,17
2015-07-05 09:00:00,270,7,,17
2015-07-05 09:54:00,270,8,,17
2015-07-05 10:54:00,270,7,,18
2015-07-05 11:54:00,270,8,,19
2015-07-05 12:00:00,270,8,,19
2015-07-05 12:54:00,290,6,,22
2015-07-05 13:54:00,320,9,,24
2015-07-05 14:54:00,300,8,,25
2015-07-05 15:00:00,300,8,,25
2015-07-05 16:54:00,280,8,,27
2015-07-05 17:54:00,120,5,,27
2015-07-05 18:00:00,120,5,,27
2015-07-05 18:54:00,130,7,,26
2015-07-05 20:54:00,270,7,,28
2015-07-05 21:00:00,270,7,,28
2015-07-05 21:54:00,,6,,28
2015-07-05 23:54:00,240,8,,27
2015-07-06 00:00:00,240,8,,27
2015-07-06 00:54:00,230,10,,26
2015-07-06 01:54:00,,6,,25
2015-07-06 02:54:00,230,8,,23
2015-07-06 03:00:00,230,8,,23
2015-07-06 03:54:00,240,6,,23
2015-07-06 04:54:00,240,7,,22
2015-07-06 05:54:00,250,5,,22
2015-07-06 06:00:00,250,5,,22
2015-07-06 06:54:00,280,5,,22
2015-07-06 07:54:00,270,5,,21
2015-07-06 08:54:00,300,6,,21
2015-07-06 09:00:00,300,6,,21
2015-07-06 09:54:00,280,4,,21
2015-07-06 10:54:00,0,0,,22
2015-07-06 11:54:00,0,0,,23
2015-07-06 12:54:00,0,0,,24
2015-07-06 13:54:00,140,5,,25
2015-07-06 14:54:00,120,6,,25
2015-07-06 15:00:00,120,6,,25
2015-07-06 15:54:00,120,7,,25
2015-07-06 16:54:00,110,10,,25
2015-07-06 17:54:00,100,10,,23
2015-07-06 18:00:00,100,10,,23
2015-07-06 18:54:00,90,10,,24
2015-07-06 19:54:00,110,11,,26
2015-07-06 20:54:00,120,11,,26
2015-07-06 21:00:00,120,11,,26
2015-07-06 21:54:00,90,6,,25
2015-07-06 22:54:00,130,4,,24
2015-07-06 23:54:00,190,10,,26
2015-07-07 00:00:00,190,10,,26
2015-07-07 00:54:00,200,11,,24
2015-07-07 01:54:00,190,8,,23
2015-07-07 02:54:00,170,7,,22
2015-07-07 03:00:00,170,7,,22
2015-07-07 03:54:00,200,7,,21
2015-07-07 04:54:00,200,5,,21
2015-07-07 05:54:00,190,5,,19
2015-07-07 06:00:00,190,5,,19
2015-07-07 06:54:00,190,6,,19
2015-07-07 07:54:00,170,4,,19
2015-07-07 08:54:00,0,0,,19
2015-07-07 09:54:00,190,3,,20
2015-07-07 10:09:00,150,3,,20
2015-07-07 10:54:00,150,4,,20
2015-07-07 11:09:00,150,3,,20
2015-07-07 11:54:00,140,4,,21
2015-07-07 12:00:00,140,4,,21
2015-07-07 12:07:00,130,4,,21
2015-07-07 12:54:00,120,4,,22
2015-07-07 13:54:00,130,5,,24
2015-07-07 14:39:00,80,6,,24
2015-07-07 15:00:00,80,7,,24
2015-07-07 16:54:00,150,11,,27
2015-07-07 17:54:00,160,13,,27
2015-07-07 18:00:00,160,13,,27
2015-07-07 18:54:00,190,15,,29
2015-07-07 19:54:00,190,16,,28
2015-07-07 20:54:00,180,16,,28
2015-07-07 21:00:00,180,16,,28
2015-07-07 21:54:00,190,16,,27
2015-07-07 22:54:00,200,16,,26
2015-07-07 23:54:00,200,15,20,26
2015-07-08 00:00:00,200,15,,26
2015-07-08 00:54:00,210,12,,25
2015-07-08 01:54:00,200,10,,24
2015-07-08 02:54:00,210,12,,24
2015-07-08 03:00:00,210,12,,24
2015-07-08 03:54:00,190,9,,24
2015-07-08 04:54:00,210,9,,24
2015-07-08 05:54:00,210,9,,23
2015-07-08 06:00:00,210,9,,23
2015-07-08 06:54:00,220,11,,23
2015-07-08 07:54:00,230,9,,23
2015-07-08 08:54:00,220,10,,22
2015-07-08 09:00:00,220,10,,22
2015-07-08 09:54:00,220,9,,22
2015-07-08 10:54:00,230,13,,24
2015-07-08 11:54:00,240,11,,26
2015-07-08 12:00:00,240,11,,26
2015-07-08 12:54:00,230,12,,26
2015-07-08 13:54:00,240,13,,27
2015-07-08 14:54:00,240,11,,28
2015-07-08 15:00:00,240,11,,28
2015-07-08 15:54:00,270,12,,29
2015-07-08 16:54:00,260,12,,31
2015-07-08 17:54:00,280,12,,31
2015-07-08 18:00:00,280,12,,31
2015-07-08 18:37:00,320,13,,29
2015-07-08 18:54:00,320,11,,30
2015-07-08 19:54:00,320,10,,31
2015-07-08 20:54:00,300,10,,30
2015-07-08 21:00:00,300,10,,30
2015-07-08 21:54:00,300,8,,30
2015-07-08 22:54:00,350,11,,28
2015-07-08 23:54:00,340,9,,27
2015-07-09 00:00:00,340,9,,27
2015-07-09 01:54:00,10,5,,24
2015-07-09 02:54:00,10,6,,23
2015-07-09 03:00:00,10,6,,23
2015-07-09 03:54:00,40,5,,22
2015-07-09 04:54:00,40,7,,21
2015-07-09 06:54:00,30,5,,19
2015-07-09 07:54:00,20,7,,18
2015-07-09 08:54:00,30,7,,18
2015-07-09 09:00:00,30,7,,18
2015-07-09 09:54:00,30,7,,18
2015-07-09 10:54:00,30,8,,18
2015-07-09 11:54:00,20,9,,19
2015-07-09 12:00:00,20,9,,19
2015-07-09 12:54:00,40,11,,19
2015-07-09 13:54:00,50,8,,19
2015-07-09 14:54:00,50,9,,20
2015-07-09 15:00:00,50,9,,20
2015-07-09 15:54:00,60,9,,20
2015-07-09 16:54:00,70,8,,20
2015-07-09 17:54:00,90,9,,20
2015-07-09 18:00:00,90,9,,20
2015-07-09 18:54:00,100,7,,19
2015-07-09 20:54:00,100,5,,20
2015-07-09 21:00:00,100,5,,20
2015-07-09 21:54:00,70,6,,19
2015-07-09 23:54:00,110,7,,18
2015-07-10 00:00:00,110,7,,18
2015-07-10 00:54:00,100,6,,18
2015-07-10 01:54:00,140,5,,18
2015-07-10 02:54:00,120,3,,18
2015-07-10 03:00:00,120,3,,18
2015-07-10 03:54:00,120,5,,17
2015-07-10 04:28:00,90,7,,17
2015-07-10 04:54:00,70,5,,17
2015-07-10 05:11:00,50,5,,17
2015-07-10 05:36:00,90,8,,17
2015-07-10 05:54:00,100,7,,17
2015-07-10 06:00:00,100,7,,17
2015-07-10 06:15:00,110,8,,17
2015-07-10 06:27:00,100,7,,17
2015-07-10 06:54:00,120,10,,17
2015-07-10 07:34:00,100,12,,17
2015-07-10 07:54:00,110,9,,16
2015-07-10 08:54:00,100,8,,16
2015-07-10 09:00:00,100,8,,16
2015-07-10 09:54:00,90,6,,16
2015-07-10 10:08:00,80,7,,16
2015-07-10 10:54:00,60,4,,16
2015-07-10 11:54:00,80,3,,16
2015-07-10 12:00:00,80,3,,16
2015-07-10 12:54:00,0,0,,17
2015-07-10 13:54:00,310,5,,19
2015-07-10 14:20:00,340,7,,19
2015-07-10 14:54:00,340,7,,21
2015-07-10 15:00:00,340,7,,21
2015-07-10 15:35:00,330,7,,23
2015-07-10 15:54:00,360,8,,24
2015-07-10 16:54:00,130,9,,23
2015-07-10 17:54:00,100,7,,24
2015-07-10 18:00:00,100,7,,24
2015-07-10 18:54:00,120,9,,23
2015-07-10 19:54:00,120,7,,24
2015-07-10 20:54:00,120,8,,24
2015-07-10 21:00:00,120,8,,24
2015-07-10 21:54:00,120,8,,24
2015-07-10 22:54:00,130,6,,23
2015-07-10 23:54:00,140,4,,23
2015-07-11 00:00:00,140,4,,23
2015-07-11 00:54:00,180,5,,23
2015-07-11 01:54:00,290,5,,25
2015-07-11 02:54:00,310,7,,24
2015-07-11 03:00:00,310,7,,24
2015-07-11 03:54:00,310,9,,23
2015-07-11 04:54:00,320,6,,22
2015-07-11 05:54:00,310,7,,21
2015-07-11 06:00:00,310,7,,21
2015-07-11 06:54:00,300,7,,21
2015-07-11 07:54:00,310,7,,20
2015-07-11 08:54:00,310,7,,20
2015-07-11 09:00:00,310,7,,20
2015-07-11 09:54:00,300,8,,20
2015-07-11 10:54:00,300,8,,21
2015-07-11 11:54:00,320,8,,23
2015-07-11 12:00:00,320,8,,23
2015-07-11 12:54:00,330,8,,24
2015-07-11 13:54:00,320,5,,26
2015-07-11 14:54:00,350,6,,27
2015-07-11 15:00:00,350,6,,27
2015-07-11 15:54:00,10,9,,28
2015-07-11 16:54:00,130,9,,27
2015-07-11 17:54:00,140,7,,27
2015-07-11 18:00:00,140,7,,27
2015-07-11 18:54:00,120,8,,27
2015-07-11 19:54:00,120,8,,27
2015-07-11 20:54:00,130,8,,27
2015-07-11 21:00:00,130,8,,27
2015-07-11 21:54:00,140,8,,26
2015-07-11 22:54:00,140,6,,26
2015-07-11 23:54:00,270,7,,28
2015-07-12 00:00:00,270,7,,28
2015-07-12 00:54:00,220,7,,27
2015-07-12 01:54:00,190,6,,24
2015-07-12 02:54:00,230,8,,25
2015-07-12 03:00:00,230,8,,25
2015-07-12 03:54:00,250,6,,25
2015-07-12 04:54:00,250,7,,24
2015-07-12 05:54:00,260,9,,24
2015-07-12 06:00:00,260,9,,24
2015-07-12 06:54:00,270,10,,23
2015-07-12 07:54:00,260,7,,23
2015-07-12 08:54:00,270,7,,22
