date/time (UTC),wind direction [degrees],wind speed [kts],wind gust [kts],air temperature [°C] 
2015-11-21 00:54:00,300,13,,9
2015-11-21 01:54:00,300,10,,8
2015-11-21 02:54:00,300,12,,8
2015-11-21 03:00:00,300,12,,8
2015-11-21 03:54:00,320,13,,8
2015-11-21 04:54:00,340,10,,7
2015-11-21 05:54:00,350,5,,6
2015-11-21 06:00:00,350,5,,6
2015-11-21 06:54:00,340,6,,6
2015-11-21 07:54:00,340,6,,4
2015-11-21 08:54:00,330,5,,4
2015-11-21 09:00:00,330,5,,4
2015-11-21 09:54:00,330,6,,4
2015-11-21 10:54:00,320,7,,4
2015-11-21 11:54:00,330,7,,4
2015-11-21 12:00:00,330,7,,4
2015-11-21 12:54:00,360,7,,4
2015-11-21 13:54:00,350,8,,5
2015-11-21 14:54:00,10,9,,7
2015-11-21 15:00:00,10,9,,7
2015-11-21 15:54:00,30,5,,8
2015-11-21 16:54:00,20,7,,8
2015-11-21 17:54:00,60,11,,8
2015-11-21 18:00:00,60,11,,8
2015-11-21 18:54:00,70,9,,8
2015-11-21 19:54:00,70,10,,8
2015-11-21 20:54:00,70,8,,7
2015-11-21 21:00:00,70,8,,7
2015-11-21 21:54:00,50,7,,6
2015-11-21 22:54:00,10,6,,6
2015-11-21 23:54:00,10,5,,4
2015-11-22 00:00:00,10,5,,4
2015-11-22 00:54:00,10,4,,4
2015-11-22 01:54:00,350,3,,5
2015-11-22 02:54:00,290,6,,5
2015-11-22 03:00:00,290,6,,5
2015-11-22 03:54:00,300,6,,4
2015-11-22 04:54:00,330,4,,4
2015-11-22 05:54:00,0,0,,4
2015-11-22 06:54:00,20,5,,3
2015-11-22 07:54:00,360,4,,3
2015-11-22 08:54:00,40,4,,3
2015-11-22 09:00:00,40,4,,3
2015-11-22 09:54:00,30,3,,3
2015-11-22 10:54:00,120,7,,7
2015-11-22 11:54:00,130,9,,8
2015-11-22 12:00:00,130,9,,8
2015-11-22 12:54:00,140,8,,8
2015-11-22 13:19:00,160,5,,8
2015-11-22 13:54:00,180,4,,8
2015-11-22 14:54:00,0,0,,8
2015-11-22 15:54:00,310,4,,9
2015-11-22 16:54:00,340,4,,8
2015-11-22 17:27:00,320,6,,8
2015-11-22 17:54:00,310,7,,7
2015-11-22 18:00:00,310,7,,7
2015-11-22 18:54:00,300,8,,7
2015-11-22 19:14:00,330,6,,7
2015-11-22 19:40:00,320,8,,7
2015-11-22 19:54:00,310,6,,7
2015-11-22 20:54:00,340,3,,7
2015-11-22 21:00:00,340,3,,7
2015-11-22 21:54:00,340,7,,7
2015-11-22 22:54:00,10,6,,7
2015-11-22 23:54:00,340,4,,7
2015-11-23 00:00:00,340,4,,7
2015-11-23 00:54:00,340,6,,7
2015-11-23 01:54:00,330,8,,7
2015-11-23 02:54:00,330,12,,6
2015-11-23 03:00:00,330,12,,6
2015-11-23 05:54:00,350,12,,4
2015-11-23 06:00:00,350,12,,4
2015-11-23 06:54:00,340,9,,4
2015-11-23 07:18:00,360,8,,4
2015-11-23 07:54:00,340,9,,4
2015-11-23 08:54:00,330,8,,4
2015-11-23 09:00:00,330,8,,4
2015-11-23 09:54:00,310,11,,4
2015-11-23 10:54:00,330,15,,3
2015-11-23 11:54:00,330,11,17,3
2015-11-23 12:00:00,330,11,,3
2015-11-23 12:54:00,310,12,,2
2015-11-23 15:00:00,320,14,,3
2015-11-23 15:54:00,300,12,,4
2015-11-23 16:54:00,320,14,21,5
2015-11-23 18:00:00,310,14,,5
2015-11-23 19:54:00,310,14,22,4
2015-11-23 20:54:00,300,14,27,3
2015-11-23 21:00:00,300,14,,3
2015-11-23 21:41:00,330,13,,2
2015-11-23 21:54:00,310,14,20,3
2015-11-23 22:54:00,320,13,25,2
2015-11-23 23:54:00,310,11,18,1
2015-11-24 00:00:00,310,11,,1
2015-11-24 00:54:00,290,11,,1
2015-11-24 01:54:00,290,9,,0
2015-11-24 02:54:00,300,11,,0
2015-11-24 03:00:00,300,11,,0
2015-11-24 03:54:00,290,8,,-1
2015-11-24 04:54:00,290,5,,-1
2015-11-24 05:54:00,290,9,,-1
2015-11-24 06:00:00,290,9,,-1
2015-11-24 06:54:00,270,10,,-1
2015-11-24 07:54:00,280,8,,-2
2015-11-24 08:54:00,270,6,,-1
2015-11-24 09:00:00,270,6,,-1
2015-11-24 09:54:00,280,8,,-1
2015-11-24 10:54:00,280,8,,-1
2015-11-24 11:54:00,280,5,,-1
2015-11-24 12:00:00,280,5,,-1
2015-11-24 12:54:00,290,9,,0
2015-11-24 13:54:00,280,7,,1
2015-11-24 14:54:00,290,10,,3
2015-11-24 15:00:00,290,10,,3
2015-11-24 15:54:00,270,8,,4
2015-11-24 16:54:00,290,7,,5
2015-11-24 17:54:00,270,7,,6
2015-11-24 18:00:00,270,7,,6
2015-11-24 18:54:00,270,6,,6
2015-11-24 19:54:00,240,8,,6
2015-11-24 20:54:00,240,9,,6
2015-11-24 21:00:00,240,9,,6
2015-11-24 21:54:00,290,6,,6
2015-11-24 22:54:00,280,6,,6
2015-11-24 23:54:00,250,6,,5
2015-11-25 00:00:00,250,6,,5
2015-11-25 00:54:00,240,4,,4
2015-11-25 01:54:00,240,3,,4
2015-11-25 02:54:00,270,7,,4
2015-11-25 03:00:00,270,7,,4
2015-11-25 03:54:00,270,6,,3
2015-11-25 04:54:00,270,5,,3
2015-11-25 05:54:00,300,7,,2
2015-11-25 06:00:00,300,7,,2
2015-11-25 06:54:00,320,4,,1
2015-11-25 07:54:00,320,3,,1
2015-11-25 08:54:00,330,4,,1
2015-11-25 09:00:00,330,4,,1
2015-11-25 09:54:00,350,4,,-1
2015-11-25 10:54:00,0,0,,-1
2015-11-25 11:54:00,350,3,,1
2015-11-25 12:00:00,350,3,,1
2015-11-25 12:54:00,0,0,,2
2015-11-25 13:54:00,320,4,,3
2015-11-25 14:54:00,360,3,,6
2015-11-25 15:00:00,360,3,,6
2015-11-25 15:54:00,80,4,,6
2015-11-25 16:54:00,70,6,,7
2015-11-25 17:54:00,70,5,,7
2015-11-25 18:00:00,70,5,,7
2015-11-25 18:54:00,80,7,,7
2015-11-25 19:54:00,80,6,,7
2015-11-25 20:54:00,110,7,,6
2015-11-25 21:00:00,110,7,,6
2015-11-25 21:54:00,120,8,,6
2015-11-25 22:54:00,130,7,,6
2015-11-25 23:54:00,150,8,,6
2015-11-26 00:00:00,150,8,,6
2015-11-26 00:54:00,160,9,,4
2015-11-26 01:54:00,170,8,,4
2015-11-26 02:54:00,170,6,,4
2015-11-26 03:00:00,170,6,,4
2015-11-26 03:54:00,170,7,,4
2015-11-26 04:54:00,180,7,,4
2015-11-26 05:54:00,190,7,,5
2015-11-26 06:00:00,190,7,,5
2015-11-26 06:54:00,170,7,,6
2015-11-26 07:54:00,170,6,,6
2015-11-26 08:54:00,170,7,,5
2015-11-26 09:00:00,170,7,,5
2015-11-26 09:54:00,160,9,,5
2015-11-26 10:54:00,160,7,,6
2015-11-26 11:54:00,190,5,,6
2015-11-26 12:00:00,190,5,,6
2015-11-26 12:54:00,180,4,,7
2015-11-26 13:54:00,160,7,,8
2015-11-26 14:54:00,170,7,,10
2015-11-26 15:00:00,170,7,,10
2015-11-26 15:54:00,180,13,,12
2015-11-26 16:38:00,180,13,,13
2015-11-26 16:54:00,190,12,,13
2015-11-26 17:54:00,200,16,,14
2015-11-26 18:00:00,200,16,,14
2015-11-26 18:54:00,200,13,,14
2015-11-26 19:54:00,200,12,,14
2015-11-26 20:54:00,190,10,,12
2015-11-26 21:00:00,190,10,,12
2015-11-26 21:54:00,180,7,,11
2015-11-26 22:54:00,170,8,,9
2015-11-26 23:54:00,170,6,,8
2015-11-27 00:00:00,170,6,,8
2015-11-27 00:54:00,180,8,,9
2015-11-27 01:38:00,180,7,,9
2015-11-27 01:54:00,190,5,,9
2015-11-27 02:26:00,170,7,,9
2015-11-27 02:54:00,170,7,,9
2015-11-27 03:00:00,170,7,,9
2015-11-27 03:54:00,180,9,,10
2015-11-27 04:11:00,190,8,,9
2015-11-27 04:54:00,190,6,,8
2015-11-27 05:09:00,190,8,,9
2015-11-27 05:54:00,210,6,,9
2015-11-27 06:00:00,210,6,,9
2015-11-27 06:54:00,220,8,,9
2015-11-27 07:54:00,200,8,,10
2015-11-27 08:54:00,210,10,,11
2015-11-27 09:00:00,210,10,,11
2015-11-27 09:54:00,200,8,,11
2015-11-27 10:54:00,210,7,,11
2015-11-27 11:54:00,200,7,,11
2015-11-27 12:00:00,200,7,,11
2015-11-27 12:16:00,200,8,,11
2015-11-27 12:54:00,200,5,,11
2015-11-27 13:54:00,200,10,,13
2015-11-27 14:12:00,190,10,,13
2015-11-27 15:00:00,210,17,,14
2015-11-27 15:54:00,220,15,20,16
2015-11-27 16:34:00,230,17,,16
2015-11-27 18:00:00,210,22,,17
2015-11-27 18:54:00,220,16,,18
2015-11-27 20:54:00,210,15,,16
2015-11-27 21:00:00,210,15,,16
2015-11-27 21:54:00,200,11,,15
2015-11-27 22:54:00,210,12,,15
2015-11-27 23:54:00,210,13,,14
2015-11-28 00:00:00,210,13,,14
2015-11-28 00:54:00,210,11,,13
2015-11-28 01:54:00,200,15,,13
2015-11-28 02:54:00,230,13,,13
2015-11-28 03:00:00,230,13,,13
2015-11-28 03:54:00,230,12,,13
2015-11-28 05:54:00,230,10,,14
2015-11-28 06:00:00,230,10,,14
2015-11-28 06:54:00,240,9,,14
2015-11-28 07:54:00,240,11,,14
2015-11-28 08:54:00,240,9,,14
2015-11-28 09:00:00,240,9,,14
2015-11-28 09:54:00,240,7,,14
2015-11-28 10:54:00,260,7,,14
2015-11-28 11:54:00,260,7,,14
2015-11-28 12:00:00,260,7,,14
2015-11-28 12:54:00,290,8,,14
2015-11-28 13:54:00,320,9,,12
2015-11-28 14:37:00,10,10,,11
2015-11-28 14:54:00,40,12,,11
2015-11-28 15:00:00,40,12,,11
2015-11-28 15:02:00,30,11,,10
2015-11-28 15:30:00,30,8,,9
2015-11-28 15:54:00,30,7,,9
2015-11-28 16:09:00,50,8,,9
2015-11-28 16:24:00,50,10,,9
2015-11-28 16:54:00,50,13,,8
2015-11-28 18:00:00,30,15,,8
2015-11-28 18:54:00,20,11,,7
2015-11-28 19:54:00,40,7,,7
2015-11-28 20:54:00,20,7,,6
2015-11-28 21:00:00,20,7,,6
2015-11-28 21:31:00,20,8,,6
2015-11-28 21:54:00,10,7,,6
2015-11-28 22:54:00,30,7,,6
2015-11-28 23:54:00,20,8,,6
2015-11-29 00:00:00,20,8,,6
2015-11-29 00:54:00,360,8,,6
2015-11-29 01:54:00,360,5,,6
2015-11-29 02:54:00,350,6,,6
2015-11-29 03:00:00,350,6,,6
2015-11-29 03:54:00,360,5,,5
2015-11-29 04:54:00,340,8,,5
2015-11-29 05:54:00,320,6,,4
2015-11-29 06:00:00,320,6,,4
2015-11-29 06:54:00,310,8,,3
2015-11-29 07:20:00,320,11,,2
2015-11-29 07:54:00,320,11,,2
2015-11-29 08:54:00,320,11,,1
2015-11-29 09:00:00,320,11,,1
2015-11-29 09:54:00,310,9,,1
2015-11-29 10:54:00,320,9,,0
2015-11-29 11:54:00,320,6,,0
2015-11-29 12:00:00,320,6,,0
2015-11-29 12:54:00,290,7,,0
2015-11-29 13:54:00,290,8,,1
2015-11-29 14:54:00,320,5,,3
2015-11-29 15:00:00,320,5,,3
2015-11-29 15:54:00,330,7,,4
2015-11-29 16:54:00,300,9,,6
2015-11-29 17:54:00,320,8,,6
2015-11-29 18:00:00,320,8,,6
2015-11-29 18:54:00,350,6,,6
2015-11-29 19:54:00,360,7,,6
2015-11-29 20:54:00,330,8,,5
2015-11-29 21:00:00,330,8,,5
2015-11-29 21:54:00,340,10,,4
2015-11-29 22:54:00,330,7,,3
2015-11-29 23:54:00,340,12,,3
2015-11-30 00:00:00,340,12,,3
2015-11-30 00:54:00,340,11,,2
2015-11-30 01:54:00,350,10,,1
2015-11-30 02:54:00,340,10,,1
2015-11-30 03:00:00,340,10,,1
2015-11-30 03:54:00,340,8,,1
2015-11-30 04:54:00,350,10,,0
2015-11-30 05:54:00,10,10,,-1
2015-11-30 06:00:00,10,10,,-1
2015-11-30 06:54:00,360,9,,-1
2015-11-30 07:54:00,350,10,,-1
2015-11-30 08:54:00,360,8,,-1
2015-11-30 09:00:00,360,8,,-1
2015-11-30 09:54:00,350,11,,-1
2015-11-30 10:54:00,340,8,,-2
2015-11-30 11:54:00,340,6,,-2
2015-11-30 12:00:00,340,6,,-2
2015-11-30 12:54:00,340,7,,-2
2015-11-30 13:54:00,360,8,,-1
2015-11-30 14:54:00,10,9,,1
2015-11-30 15:00:00,10,9,,1
2015-11-30 15:54:00,80,8,,2
2015-11-30 16:54:00,100,7,,3
2015-11-30 17:54:00,80,7,,2
2015-11-30 18:00:00,80,7,,2
2015-11-30 18:54:00,90,5,,2
2015-11-30 19:54:00,90,3,,2
2015-11-30 20:54:00,110,6,,3
2015-11-30 21:00:00,110,6,,3
2015-11-30 21:54:00,140,8,,3
2015-11-30 22:54:00,150,8,,3
2015-11-30 23:54:00,160,7,,2
2015-12-01 00:00:00,160,7,,2
2015-12-01 00:54:00,180,6,,2
2015-12-01 01:54:00,190,9,,2
2015-12-01 02:54:00,200,8,,1
2015-12-01 03:00:00,200,8,,1
2015-12-01 03:54:00,200,8,,1
2015-12-01 04:54:00,210,5,,1
2015-12-01 05:54:00,190,6,,1
2015-12-01 06:00:00,190,6,,1
2015-12-01 06:54:00,0,0,,1
2015-12-01 07:54:00,230,3,,1
2015-12-01 08:54:00,0,0,,1
2015-12-01 09:54:00,0,0,,0
2015-12-01 10:54:00,0,0,,1
2015-12-01 11:54:00,0,0,,1
2015-12-01 12:54:00,180,3,,
2015-12-01 13:54:00,150,5,,4
2015-12-01 14:22:00,160,7,,5
2015-12-01 14:54:00,140,7,,6
2015-12-01 15:00:00,140,7,,6
2015-12-01 15:42:00,120,7,,6
2015-12-01 15:54:00,130,10,,6
2015-12-01 16:54:00,130,11,,6
2015-12-01 17:54:00,120,10,,6
2015-12-01 18:00:00,120,10,,6
2015-12-01 18:54:00,130,11,,6
2015-12-01 19:54:00,140,9,,6
2015-12-01 20:54:00,140,7,,6
2015-12-01 21:00:00,140,7,,6
2015-12-01 21:54:00,130,5,,7
2015-12-01 23:54:00,110,6,,7
2015-12-02 00:00:00,110,6,,7
2015-12-02 00:31:00,100,6,,7
2015-12-02 00:54:00,100,6,,7
2015-12-02 01:40:00,80,5,,7
2015-12-02 01:54:00,70,4,,7
2015-12-02 02:07:00,70,5,,7
2015-12-02 02:40:00,50,5,,7
2015-12-02 02:57:00,40,4,,7
2015-12-02 03:00:00,50,4,,7
2015-12-02 03:40:00,350,5,,7
2015-12-02 03:54:00,340,7,,6
2015-12-02 04:03:00,350,5,,6
2015-12-02 04:54:00,350,7,,5
2015-12-02 05:42:00,360,5,,6
2015-12-02 05:54:00,360,6,,6
2015-12-02 06:00:00,360,6,,6
2015-12-02 06:54:00,320,9,,5
2015-12-02 07:31:00,320,7,,4
2015-12-02 07:54:00,320,7,,4
2015-12-02 08:05:00,330,7,,4
2015-12-02 08:54:00,300,6,,4
2015-12-02 09:00:00,300,6,,4
2015-12-02 10:54:00,330,3,,4
2015-12-02 11:10:00,290,6,,4
2015-12-02 11:54:00,310,4,,4
2015-12-02 12:00:00,310,4,,4
2015-12-02 12:54:00,280,4,,5
2015-12-02 13:54:00,0,0,,6
2015-12-02 14:54:00,180,3,,6
2015-12-02 15:00:00,180,3,,6
2015-12-02 15:08:00,0,0,,6
2015-12-02 15:54:00,0,0,,6
2015-12-02 16:50:00,0,0,,7
2015-12-02 17:00:00,0,0,,7
2015-12-02 17:54:00,190,4,,7
2015-12-02 18:00:00,190,4,,7
2015-12-02 18:54:00,190,6,,7
2015-12-02 19:28:00,170,4,,7
2015-12-02 19:54:00,190,3,,7
2015-12-02 20:54:00,140,3,,7
2015-12-02 21:00:00,140,3,,7
2015-12-02 21:15:00,0,0,,7
2015-12-02 21:41:00,0,0,,8
2015-12-02 21:54:00,0,0,,8
2015-12-02 22:38:00,130,3,,8
2015-12-02 22:43:00,0,0,,8
2015-12-02 22:54:00,140,3,,8
2015-12-02 23:07:00,0,0,,8
2015-12-02 23:54:00,0,0,,8
2015-12-03 00:28:00,130,4,,8
2015-12-03 00:54:00,90,6,,8
2015-12-03 01:11:00,0,0,,9
2015-12-03 01:54:00,270,4,,9
2015-12-03 02:54:00,250,3,,10
2015-12-03 03:00:00,250,3,,10
2015-12-03 03:54:00,0,0,,9
2015-12-03 04:11:00,0,0,,10
2015-12-03 04:32:00,0,0,,10
2015-12-03 04:54:00,0,0,,11
2015-12-03 05:25:00,320,3,,11
2015-12-03 05:33:00,0,0,,11
2015-12-03 05:54:00,120,3,,10
2015-12-03 06:00:00,120,3,,10
2015-12-03 06:08:00,0,0,,9
2015-12-03 06:22:00,0,0,,9
2015-12-03 06:40:00,340,3,,10
2015-12-03 06:54:00,0,0,,9
2015-12-03 07:20:00,0,0,,9
2015-12-03 07:59:00,200,5,,9
2015-12-03 08:54:00,200,5,,10
2015-12-03 09:00:00,200,5,,10
2015-12-03 09:54:00,270,9,,11
2015-12-03 10:54:00,250,6,,11
2015-12-03 11:54:00,250,7,,10
2015-12-03 12:00:00,250,7,,10
2015-12-03 12:54:00,270,14,,9
2015-12-03 13:54:00,270,10,,9
2015-12-03 14:32:00,270,16,,8
2015-12-03 14:54:00,280,13,20,8
2015-12-03 15:00:00,280,13,,8
2015-12-03 16:16:00,270,17,,9
2015-12-03 16:54:00,280,17,28,8
2015-12-03 17:54:00,290,17,28,8
2015-12-03 18:00:00,290,17,,8
2015-12-03 20:54:00,280,16,25,8
2015-12-03 21:00:00,280,16,,8
2015-12-03 22:54:00,280,16,26,7
2015-12-03 23:54:00,280,14,21,7
2015-12-04 00:00:00,280,14,,7
2015-12-04 01:54:00,280,11,19,6
2015-12-04 02:54:00,270,10,,5
2015-12-04 03:00:00,270,10,,5
2015-12-04 03:54:00,270,13,,5
2015-12-04 04:54:00,280,12,,5
2015-12-04 05:54:00,270,12,,5
2015-12-04 06:00:00,270,12,,5
2015-12-04 06:54:00,290,10,,4
2015-12-04 07:54:00,280,8,,4
2015-12-04 08:54:00,280,10,,4
2015-12-04 09:00:00,280,10,,4
2015-12-04 09:54:00,290,9,,4
2015-12-04 10:54:00,300,7,,3
2015-12-04 11:54:00,300,8,,3
2015-12-04 12:00:00,300,8,,3
2015-12-04 12:54:00,270,7,,4
2015-12-04 13:54:00,270,7,,6
2015-12-04 14:54:00,290,8,,6
2015-12-04 15:00:00,290,8,,6
2015-12-04 15:54:00,270,9,,7
2015-12-04 16:54:00,290,10,,8
2015-12-04 17:54:00,260,11,,8
2015-12-04 18:00:00,260,11,,8
2015-12-04 18:54:00,300,12,,9
2015-12-04 20:54:00,300,9,,8
2015-12-04 21:00:00,300,9,,8
2015-12-04 21:54:00,270,10,,8
2015-12-04 22:54:00,270,8,,8
2015-12-04 23:54:00,300,6,,8
2015-12-05 00:00:00,300,6,,8
2015-12-05 00:54:00,270,7,,7
2015-12-05 01:54:00,270,10,,7
2015-12-05 02:54:00,280,9,,7
2015-12-05 03:00:00,280,9,,7
2015-12-05 03:54:00,280,10,,7
2015-12-05 04:54:00,270,9,,6
2015-12-05 05:54:00,280,9,,6
2015-12-05 06:00:00,280,9,,6
2015-12-05 06:54:00,280,5,,4
2015-12-05 07:54:00,280,7,,4
2015-12-05 08:54:00,270,6,,4
2015-12-05 09:00:00,270,6,,4
2015-12-05 09:54:00,270,4,,4
2015-12-05 10:54:00,290,9,,4
2015-12-05 11:54:00,270,7,,4
2015-12-05 12:00:00,270,7,,4
2015-12-05 12:54:00,270,8,,5
2015-12-05 13:54:00,270,5,,6
2015-12-05 14:54:00,280,8,,8
2015-12-05 15:00:00,280,8,,8
2015-12-05 15:54:00,320,9,,9
2015-12-05 16:54:00,280,5,,10
2015-12-05 17:54:00,260,4,,11
2015-12-05 18:00:00,260,4,,11
2015-12-05 18:54:00,260,3,,11
2015-12-05 19:54:00,0,0,,11
2015-12-05 20:54:00,140,4,,8
2015-12-05 21:00:00,140,4,,8
2015-12-05 21:54:00,170,6,,7
2015-12-05 22:54:00,200,6,,7
2015-12-05 23:54:00,160,7,,6
2015-12-06 00:00:00,160,7,,6
2015-12-06 00:54:00,180,5,,5
2015-12-06 01:54:00,200,4,,5
2015-12-06 02:54:00,230,7,,6
2015-12-06 03:00:00,230,7,,6
2015-12-06 03:54:00,210,7,,5
2015-12-06 04:54:00,210,7,,4
2015-12-06 05:54:00,220,4,,4
2015-12-06 06:00:00,220,4,,4
2015-12-06 06:54:00,230,3,,4
2015-12-06 07:54:00,220,7,,3
2015-12-06 08:54:00,210,8,,3
2015-12-06 09:00:00,210,8,,3
2015-12-06 09:54:00,220,9,,3
2015-12-06 10:54:00,220,8,,2
2015-12-06 11:54:00,220,10,,2
2015-12-06 12:00:00,220,10,,2
2015-12-06 12:54:00,230,8,,3
2015-12-06 13:54:00,230,7,,6
2015-12-06 14:54:00,220,6,,7
2015-12-06 15:00:00,220,6,,7
2015-12-06 15:54:00,240,9,,9
2015-12-06 16:54:00,230,11,,11
2015-12-06 17:54:00,230,6,,13
2015-12-06 18:00:00,230,6,,13
2015-12-06 18:54:00,240,8,,14
2015-12-06 19:54:00,230,6,,14
2015-12-06 20:54:00,230,8,,13
2015-12-06 21:00:00,230,8,,13
2015-12-06 21:54:00,200,7,,11
2015-12-06 22:54:00,210,7,,9
2015-12-06 23:54:00,210,5,,8
2015-12-07 00:00:00,210,5,,8
2015-12-07 00:54:00,230,9,,8
2015-12-07 01:54:00,210,5,,7
2015-12-07 02:54:00,240,5,,7
2015-12-07 03:00:00,240,5,,7
2015-12-07 03:54:00,220,8,,6
2015-12-07 04:54:00,210,6,,6
2015-12-07 05:54:00,210,8,,6
2015-12-07 06:00:00,210,8,,6
2015-12-07 06:54:00,220,8,,4
2015-12-07 07:54:00,230,11,,5
2015-12-07 09:00:00,220,13,,4
2015-12-07 09:54:00,220,3,,4
2015-12-07 10:54:00,210,6,,3
2015-12-07 11:54:00,220,7,,3
2015-12-07 12:00:00,220,7,,3
2015-12-07 12:54:00,220,8,,3
2015-12-07 13:54:00,230,6,,5
2015-12-07 14:54:00,230,7,,7
2015-12-07 15:00:00,230,7,,7
2015-12-07 15:54:00,0,0,,9
2015-12-07 16:54:00,250,4,,11
2015-12-07 17:54:00,0,0,,12
2015-12-07 18:54:00,240,4,,13
2015-12-07 19:54:00,,5,,13
2015-12-07 20:54:00,300,3,,13
2015-12-07 21:00:00,300,3,,13
2015-12-07 21:54:00,0,0,,11
2015-12-07 22:54:00,20,5,,9
2015-12-07 23:54:00,40,4,,8
2015-12-08 00:00:00,40,4,,8
2015-12-08 00:54:00,350,7,,8
2015-12-08 01:54:00,360,6,,8
2015-12-08 02:54:00,10,10,,7
2015-12-08 03:00:00,10,10,,7
2015-12-08 03:54:00,30,14,,7
2015-12-08 04:54:00,40,14,,7
2015-12-08 05:01:00,40,16,,7
2015-12-08 05:54:00,30,16,23,6
2015-12-08 06:00:00,30,16,,6
2015-12-08 06:54:00,40,8,,6
2015-12-08 07:54:00,20,12,,6
2015-12-08 08:54:00,330,7,,4
2015-12-08 09:00:00,330,7,,4
2015-12-08 09:54:00,350,11,,4
2015-12-08 10:35:00,350,11,,3
2015-12-08 10:54:00,360,10,,3
2015-12-08 11:54:00,360,11,,4
2015-12-08 12:00:00,360,11,,4
2015-12-08 12:54:00,360,9,,4
2015-12-08 13:54:00,350,7,,5
2015-12-08 14:54:00,360,11,,4
2015-12-08 15:00:00,360,11,,4
2015-12-08 15:54:00,360,9,,4
2015-12-08 16:54:00,360,10,,5
2015-12-08 17:54:00,350,11,,5
2015-12-08 18:00:00,350,11,,5
2015-12-08 18:54:00,330,9,,6
2015-12-08 19:54:00,40,9,,6
2015-12-08 20:54:00,20,13,,6
2015-12-08 21:00:00,20,13,,6
2015-12-08 21:54:00,30,14,,5
2015-12-08 22:54:00,20,9,,5
2015-12-08 23:54:00,20,8,,4
2015-12-09 00:00:00,20,8,,4
2015-12-09 00:54:00,20,9,,4
2015-12-09 01:54:00,350,6,,4
2015-12-09 02:54:00,350,3,,3
2015-12-09 03:00:00,350,3,,3
2015-12-09 03:54:00,320,6,,3
2015-12-09 04:54:00,320,4,,3
2015-12-09 05:54:00,320,5,,3
2015-12-09 06:00:00,320,5,,3
2015-12-09 06:54:00,320,5,,3
2015-12-09 07:54:00,360,4,,3
2015-12-09 08:54:00,0,0,,3
2015-12-09 09:54:00,0,0,,3
2015-12-09 10:54:00,0,0,,3
2015-12-09 11:54:00,210,5,,4
2015-12-09 12:00:00,210,5,,4
2015-12-09 12:54:00,210,3,,4
2015-12-09 13:54:00,0,0,,5
2015-12-09 14:54:00,130,3,,5
2015-12-09 15:00:00,130,3,,5
2015-12-09 15:54:00,150,4,,6
2015-12-09 16:54:00,140,5,,7
2015-12-09 17:54:00,140,7,,7
2015-12-09 18:00:00,140,7,,7
2015-12-09 18:54:00,200,7,,8
2015-12-09 19:54:00,180,7,,7
2015-12-09 20:54:00,170,9,,6
2015-12-09 21:00:00,170,9,,6
2015-12-09 21:20:00,170,7,,6
2015-12-09 21:54:00,190,9,,7
2015-12-09 22:54:00,150,9,,6
2015-12-09 23:15:00,150,11,,6
2015-12-09 23:54:00,160,11,,6
2015-12-10 00:00:00,160,11,,6
2015-12-10 00:54:00,160,14,,7
2015-12-10 01:54:00,170,15,,7
2015-12-10 02:54:00,170,9,,7
2015-12-10 03:00:00,170,9,,7
2015-12-10 03:54:00,170,10,,7
2015-12-10 04:54:00,160,15,,7
2015-12-10 05:54:00,170,10,,7
2015-12-10 06:00:00,170,10,,7
2015-12-10 06:54:00,160,11,,7
2015-12-10 07:54:00,170,7,,7
2015-12-10 08:54:00,150,6,,7
2015-12-10 09:00:00,150,6,,7
2015-12-10 09:54:00,160,3,,7
2015-12-10 10:54:00,160,5,,7
2015-12-10 11:54:00,150,3,,8
2015-12-10 12:00:00,150,3,,8
2015-12-10 12:54:00,200,3,,8
2015-12-10 13:54:00,170,5,,9
2015-12-10 14:54:00,180,3,,10
2015-12-10 15:00:00,180,3,,10
2015-12-10 15:54:00,0,0,,11
2015-12-10 16:44:00,190,5,,12
2015-12-10 16:54:00,200,4,,12
2015-12-10 17:21:00,240,5,,13
2015-12-10 17:54:00,210,5,,14
2015-12-10 18:00:00,210,5,,14
2015-12-10 18:54:00,280,6,,14
2015-12-10 19:54:00,,4,,14
2015-12-10 20:54:00,320,4,,13
2015-12-10 21:00:00,320,4,,13
2015-12-10 21:54:00,70,3,,10
2015-12-10 22:54:00,140,4,,9
2015-12-10 23:20:00,160,5,,9
2015-12-10 23:54:00,150,5,,9
2015-12-11 00:00:00,150,5,,9
2015-12-11 00:54:00,0,0,,8
2015-12-11 01:54:00,150,4,,9
2015-12-11 02:54:00,200,3,,9
2015-12-11 03:00:00,200,3,,9
2015-12-11 03:54:00,150,4,,7
2015-12-11 04:54:00,0,0,,7
2015-12-11 05:13:00,150,6,,7
2015-12-11 05:25:00,150,6,,8
2015-12-11 05:36:00,170,7,,7
2015-12-11 05:54:00,180,4,,7
2015-12-11 06:00:00,180,4,,7
2015-12-11 06:15:00,180,5,,7
2015-12-11 06:54:00,180,3,,7
2015-12-11 07:00:00,0,0,,7
2015-12-11 07:23:00,0,0,,7
2015-12-11 07:32:00,0,0,,7
2015-12-11 07:54:00,0,0,,7
2015-12-11 08:31:00,170,4,,6
2015-12-11 08:54:00,170,4,,7
2015-12-11 09:00:00,170,4,,7
2015-12-11 09:15:00,180,3,,7
2015-12-11 09:36:00,0,0,,7
2015-12-11 09:54:00,0,0,,7
